,name,resell_price,full
3,Supreme®/The North Face® Leather Mountain Parka,1050,Supreme The North Face Leather Mountain Parka Dark Green
651,Box Logo Crewneck,1075,Supreme Box LogoCrewneck (FW15) Woodland Camo
2,Supreme®/The North Face® Leather Mountain Parka,1135,Supreme The North Face Leather Mountain Parka Royal
655,Box Logo Crewneck,1145,Supreme Box LogoCrewneck (FW15) Red
0,Supreme®/The North Face® Leather Mountain Parka,1170,Supreme The North Face Leather Mountain Parka Black
652,Box Logo Crewneck,1249,Supreme Box LogoCrewneck (FW15) Navy
1,Supreme®/The North Face® Leather Mountain Parka,1250,Supreme The North Face Leather Mountain Parka Red
650,Box Logo Crewneck,1250,Supreme Box LogoCrewneck (FW15) Black
4,Supreme®/Comme des Garçons SHIRT® Schott® Painted Perfecto Leather Jacket,1299,Supreme Comme des Garons SHIRT Schott Painted Perfecto Leather Jacket Black
653,Box Logo Crewneck,1450,Supreme Box LogoCrewneck (FW15) Heather Pink
50,Supreme®/The North Face® Expedition Jacket,1560,Supreme The North Face Expedition Coaches Jacket Teal
51,Supreme®/The North Face® Expedition Jacket,2488,Supreme The North Face Expedition Coaches Jacket Black
52,Supreme®/The North Face® Expedition Jacket,2679,Supreme The North Face Expedition Coaches Jacket Yellow
49,Supreme®/The North Face® Expedition Jacket,3000,Supreme The North Face Expedition Coaches Jacket Multi
