,0,1,2,3
972,10208 Lake June Rd Dallas TX 75217,7-eleven #35400,2.579,1 Day Ago
973,2105 S Goliad St Rockwall TX 75032,Ta Rockwall Travel Center,2.659,1 Day Ago
974,2012 S Goliad St Rockwall TX 75087,Quiktrip #935,2.639,1 Day Ago
975,1815 S Goliad St Rockwall TX 75087,7-eleven #35677,2.639,1 Day Ago
976,9540 Lake June Rd Dallas TX 75217,Shell,2.639,3 Days Ago
977,2301 S Goliad St Rockwall TX 75032,Racetrac #574,2.639,1 Day Ago
978,12904 Elam Rd Mesquite TX 75180,Exxon,2.619,1 Day Ago
979,8505 Lake June Rd Dallas TX 75217,Buy And Ride Food Store,2.559,2 Days Ago
980,12300 Elam Rd Mesquite TX 75180,Quik-way,2.599,1 Day Ago
981,12004 Elam Rd Mesquite TX 75180,Shell,2.599,1 Day Ago
982,8620 Lake June Rd Dallas TX 75217,Fox Fuels #7,2.559,4 Days Ago
983,8470 Lake June Rd Dallas TX 75217,Texaco #303676,2.559,2 Days Ago
984,11900 Elam Rd Mesquite TX 75180,Hickory Tree Mt,2.599,1 Day Ago
985,1030 Haymarket Rd Mesquite TX 75180,Haymarket Beverage And Fuel Center,2.699,1 Day Ago
986,1225 Tx 276 Rockwall TX 75032,Costco #1049,2.549,1 Day Ago
987,6621 K Ave Plano TX 75074,Valero,2.629,3 Days Ago
988,125 Legacy Dr Plano TX 75023,Racetrac #614,2.499,1 Day Ago
989,301 Legacy Dr Plano TX 75023,Circle K,2.699,1 Day Ago
990,826 Legacy Dr Plano TX 75023,Corner Store #2372,2.569,1 Day Ago
991,1106 E Bethany Dr Allen TX 75002,Shell,2.699,1 Day Ago
992,1212 E Bethany Dr Allen TX 75002,Kroger Fuel Center #7544 (discount Available),2.649,1 Day Ago
993,801 State Route 5 Allen TX 75002,Chevron,2.699,4 Days Ago
994,450 E Bethany Dr Allen TX 75002,Quiktrip,2.699,7 Days Ago
995,379 E Bethany Dr Allen TX 75002,Racetrac #93,2.599,1 Day Ago
996,7801 Alma Dr Plano TX 75025,Tom Thumb #1788 (discount Available),2.569,1 Day Ago
997,601 S Angel Pkwy Allen TX 75002,Murphy Express #8722 (discount Available),2.629,1 Day Ago
998,801 University Mc Kinney TX 75069,Circle K,2.399,5 Days Ago
999,101 S Greenville Ave Allen TX 75002,Valero Store 1203,2.699,1 Day Ago
1000,301 S Federal Allen TX 75002,Shell,2.649,1 Day Ago
1001,406 E Main St Allen TX 75002,Chevron,2.699,1 Day Ago
1002,1214 E Main St Allen TX 75002,Chevron,2.699,1 Day Ago
1003,100 N Greenville Ave Allen TX 75002,7-eleven #26264,2.639,1 Day Ago
1004,1215 E Main St Allen TX 75002,Allentown Valero,2.659,1 Day Ago
1005,1600 E Main St Allen TX 75002,7-eleven #33130,2.659,1 Day Ago
1006,175 Southview Dr Allen TX 75002,Lucas Food Mart,2.699,2 Days Ago
1007,1004 W Mcdermott Dr Allen TX 75013,7-eleven #32870,2.599,1 Day Ago
1008,991 S Sh 78 Lavon TX 75166,7-eleven #38387,2.599,1 Day Ago
1009,411 Highway 78 Lavon TX 75166,Mos Exxon,2.699,1 Day Ago
1010,9429 Fm 3286 Princeton TX 75407,Branch Grocery,2.699,6 Days Ago
1011,1746 S Carrier Pkwy Grand Prairie TX 75051,Shell,2.699,1 Day Ago
1012,1701 Se 8th St Grand Prairie TX 75051,Circle A Food Store,2.599,1 Day Ago
1013,301 W Marshall Dr Grand Prairie TX 75051,Sunnys Food Mart,2.659,1 Day Ago
1014,2700 E Abram St Arlington TX 76010,Corner Store #4487,2.659,2 Days Ago
1015,2518 W Marshall Dr Grand Prairie TX 75051,Texaco #382342,2.599,1 Day Ago
1016,230 W Highway 303 Grand Prairie TX 75051,7-eleven #21261,2.639,1 Day Ago
1017,725 W Pioneer Pkwy Grand Prairie TX 75051,Chevron,2.699,5 Days Ago
1018,2120 E Abram St Arlington TX 76010,7-eleven #20994,2.659,1 Day Ago
1019,1005 W Pioneer Pkwy Grand Prairie TX 75051,Quiktrip #853,2.549,1 Day Ago
1020,1401 W Pioneer Pkwy Grand Prairie TX 75052,7-eleven #38262,2.599,1 Day Ago
1021,726 E Pioneer Pkwy Grand Prairie TX 75051,Circle K #6114,2.659,1 Day Ago
1022,2801 E Park Row Dr Arlington TX 76010,7-eleven #18555,2.619,1 Day Ago
1023,2501 S Belt Line Rd Grand Prairie TX 75052,Quik-way,2.699,2 Days Ago
1024,2601 E Park Row Dr Arlington TX 76010,Chevron #303939,2.699,1 Day Ago
1025,2495 W Highway 303 Grand Prairie TX 75051,Corner Store #2079,2.599,1 Day Ago
1026,2605 W Highway 303 Grand Prairie TX 75051,Chevron,2.699,2 Days Ago
1027,2517 E Park Row Dr Arlington TX 76010,Bpt Mart #3,2.599,4 Days Ago
1028,2650 S Hwy 161 Grand Prairie TX 75052,Walmart Supercenter #4503,2.649,5 Days Ago
1029,1731 E Division St Arlington TX 76011,Valero,2.899,5 Days Ago
1030,2605 Se 14th St Grand Prairie TX 75052,Kwick Pic,2.579,2 Days Ago
1031,2908 E Pioneer Pkwy Arlington TX 76010,Racetrac #583,2.549,1 Day Ago
1032,1920 N Collins St Arlington TX 76011,7-eleven #36311,2.599,1 Day Ago
1033,2333 E Pioneer Pkwy Arlington TX 76010,Racetrac #320,2.549,1 Day Ago
1034,936 N Collins St Arlington TX 76011,Exxon,2.699,1 Day Ago
1035,1900 E Park Row Dr Arlington TX 76010,Chevron,2.999,3 Days Ago
1036,500 N Collins St Arlington TX 76011,C Stadium Beer Wine,2.699,4 Days Ago
1037,901 E Division St Arlington TX 76011,Quiktrip #859,2.649,1 Day Ago
1038,2351 E Arkansas Ln Arlington TX 76010,Exxon,2.699,1 Day Ago
1039,2590 E Arkansas Ln Arlington TX 76014,Chevron,2.699,1 Day Ago
1040,3202 Corn Valley Rd Grand Prairie TX 75052,Conoco,2.689,4 Days Ago
1041,2501 E Arkansas Ln Arlington TX 76010,Valero,2.659,1 Day Ago
1042,2020 E Pioneer Pkwy Arlington TX 76010,Super Track,2.699,1 Day Ago
1043,205 S Collins St Arlington TX 76010,7-eleven #35540,2.679,1 Day Ago
1044,3290 S Great Southwest Pkwy Grand Prairie TX 75052,E-z Mart #507,2.599,1 Day Ago
1045,3317 E Division St Arlington TX 76011,Racetrac #594,2.599,1 Day Ago
1046,1901 E Arkansas Ln Arlington TX 76010,Vp Racing Fuels,2.699,2 Days Ago
1047,865 S Walton Walker Blvd Dallas TX 75211,Walton Food Mart,2.699,2 Days Ago
1048,3502 S Carrier Pkwy Grand Prairie TX 75052,Whip In #101,2.699,1 Day Ago
1049,3705 S Carrier Pkwy Grand Prairie TX 75052,Chilly Mart,2.699,1 Day Ago
1050,501 W Randol Mill Rd Arlington TX 76011,Shell,2.699,4 Days Ago
1051,1425 S Collins St Arlington TX 76010,7-eleven #33683,2.679,1 Day Ago
1052,625 Randol Mill Rd Arlington TX 76011,Fina,2.699,6 Days Ago
1053,1425 N Cooper St Arlington TX 76011,Quiktrip #876,2.599,1 Day Ago
1054,820 S Walton Walker Blvd Dallas TX 75211,Shell,2.609,1 Day Ago
1055,824 E Park Row Dr Arlington TX 76010,Collins Food Store,2.649,4 Days Ago
1056,701 Road To Six Flags W Arlington TX 76012,Quik-way,2.599,1 Day Ago
1057,763 W Lamar Blvd Arlington TX 76012,Gulf,2.599,1 Day Ago
1058,3080 Mayfield Rd Grand Prairie TX 75052,E-z Mart #491,2.599,1 Day Ago
1059,3051 Mayfield Rd Grand Prairie TX 75052,Exxon On The Run,2.599,1 Day Ago
1060,3394 S Watson Rd Arlington TX 76014,Chevron,2.599,1 Day Ago
1061,3768 S Carrier Pkwy Grand Prairie TX 75052,Quiktrip #921,2.499,1 Day Ago
1062,945 W Lamar Blvd Arlington TX 76012,Kroger Fuel Center (discount Available),2.599,1 Day Ago
1063,2319 N Davis Dr Arlington TX 76012,M And B Food Mart,2.599,4 Days Ago
1064,830 E Pioneer Pkwy Arlington TX 76010,Chevron,2.699,1 Day Ago
1065,3915 S Great Southwest Pkwy Grand Prairie TX 75052,7-eleven #36318,2.659,1 Day Ago
1066,4005 Lake Ridge Pkwy Grand Prairie TX 75052,Quiktrip #946,2.649,1 Day Ago
1067,615 W Abram St Arlington TX 76010,Valero Store 2053,2.649,1 Day Ago
1068,2602 W Interstate 20 Grand Prairie TX 75052,Tiger Mart #63,2.659,1 Day Ago
1069,2300 S Collins St Arlington TX 76014,Nicks Corner,2.699,2 Days Ago
1070,1900 E Mayfield Rd Arlington TX 76014,E-z Mart #487,2.579,2 Days Ago
1071,1300 S Cooper St Arlington TX 76013,Texaco,2.679,3 Days Ago
1072,1141 W Division St Arlington TX 76012,Jrs Food Mart,2.799,8 Days Ago
1073,4155 S Carrier Pkwy Grand Prairie TX 75052,Exxon,2.759,1 Day Ago
1074,4015 S Great Southwest Pkwy Grand Prairie TX 75052,7-eleven #33658,2.659,1 Day Ago
1075,4002 S Great Southwest Pkwy Grand Prairie TX 75052,Corner Store #2249,2.659,1 Day Ago
1076,4215 S Carrier Pkwy Grand Prairie TX 75052,Tom Thumb #1786 (discount Available),2.699,1 Day Ago
1077,3985 Fm 1382 Grand Prairie TX 75052,7-eleven #34101,2.499,1 Day Ago
1078,3980 S Belt Line Rd Grand Prairie TX 75052,Corner Store #4507,2.499,1 Day Ago
1079,1500 S Cooper St Arlington TX 76013,Quik-way,2.679,1 Day Ago
1080,4010 S Great Southwest Pkwy Grand Prairie TX 75052,Shell,2.659,1 Day Ago
1081,4055 S Great Southwest Pkwy Grand Prairie TX 75052,Racetrac #176,2.659,1 Day Ago
1082,2430 N Fielder Rd Arlington TX 76012,Shell,2.629,1 Day Ago
1083,4880 Mountain Creek Pkwy Dallas TX 75236,Tiger Mart #90,2.799,1 Day Ago
1084,4970 W Illinois Ave Dallas TX 75211,Tristar Food Mart,2.699,1 Day Ago
1085,4010 S Belt Line Rd Grand Prairie TX 75052,Racetrac #493,2.499,1 Day Ago
1086,1900 S Cooper St Arlington TX 76013,Quick Track,2.999,4 Days Ago
1087,1901 E Arbrook Blvd Arlington TX 76014,E-z Mart #483,2.539,2 Days Ago
1088,1606 W Randol Mill Rd Arlington TX 76012,7-eleven #35423,2.699,1 Day Ago
1089,2821 S Walton Walker Blvd Dallas TX 75211,7-eleven #35402,2.569,1 Day Ago
1090,3400 S Collins St Arlington TX 76014,7-eleven #25416,2.499,1 Day Ago
1091,2901 S Walton Walker Blvd Dallas TX 75211,Ice Box,2.699,1 Day Ago
1092,4411 W Jefferson Blvd Dallas TX 75211,7-eleven #35486,2.599,1 Day Ago
1093,4402 W Jefferson Blvd Dallas TX 75211,Corner Store #2406,2.599,1 Day Ago
1094,3095 Claremont Dr Grand Prairie TX 75052,Sonic Food Mart,2.699,3 Days Ago
1095,4201 W Jefferson Blvd Dallas TX 75211,Texaco,2.589,3 Days Ago
1096,1601 W Park Row Dr Arlington TX 76013,Whip In #118,2.799,1 Day Ago
1097,3900 S Collins St Arlington TX 76014,Racetrac #513,2.449,1 Day Ago
1098,4121 S Collins St Arlington TX 76014,Exxon,2.579,1 Day Ago
1099,1125 W Arkansas Ln Arlington TX 76013,New C Store,2.699,1 Day Ago
1100,1729 W Polo Rd Grand Prairie TX 75052,Corner Store #2206,2.659,2 Days Ago
1101,1725 W Park Row Dr Arlington TX 76013,Alon,2.589,4 Days Ago
1102,4404 W Illinois Ave Dallas TX 75211,Texaco,2.699,1 Day Ago
1103,4315 W Illinois Ave Dallas TX 75211,Chevron,2.699,1 Day Ago
1104,4201 S Collins St Arlington TX 76018,Quiktrip #870,2.449,1 Day Ago
1105,3622 W Jefferson Blvd Dallas TX 75211,Dairy Mart #1,2.599,3 Days Ago
1106,2501 Se Green Oaks Blvd Arlington TX 76018,Corner Store #2378,2.659,1 Day Ago
1107,3511 W Davis St Dallas TX 75211,Corner Store #1192,2.659,1 Day Ago
1108,451 E Ih-20 Arlington TX 76018,Rudys Country Store And Bbq,2.649,3 Days Ago
1109,2809 Nw Green Oaks Blvd Arlington TX 76012,Mobil,2.599,1 Day Ago
1110,2500 Se Green Oaks Blvd Arlington TX 76018,7-eleven #35992,2.599,1 Day Ago
1111,4601 S Collins St Arlington TX 76018,E-z Mart #490,2.459,1 Day Ago
1112,2905 S Cooper St Arlington TX 76015,Cooper Llc,2.499,1 Day Ago
1113,3301 Fort Worth Ave Dallas TX 75211,Corner Store #2056,2.599,5 Days Ago
1114,3308 Fort Worth Ave Dallas TX 75211,Gastar 020,2.639,3 Days Ago
1115,1521 W Arkansas Ln Arlington TX 76013,Quick Stop,2.699,4 Days Ago
1116,4600 S Collins St Arlington TX 76018,Corner Store #0722,2.479,1 Day Ago
1117,3532 Matlock Rd Arlington TX 76015,Quiktrip #854,2.499,1 Day Ago
1118,4307 Duncanville Rd Dallas TX 75236,A And A Quick Stop,2.599,1 Day Ago
1119,2425 W Division St Arlington TX 76012,Quiktrip #857,2.539,1 Day Ago
1120,3230 W Davis St Dallas TX 75211,7-eleven #24625,2.599,1 Day Ago
1121,600 W Arbrook Blvd Arlington TX 76014,Costco #0668,2.449,1 Day Ago
1122,301 S Bowen Rd Arlington TX 76013,Kroger Fuel Center (discount Available),2.539,1 Day Ago
1123,4411 W Kiest Blvd Dallas TX 75236,Kwik Mart,2.699,1 Day Ago
1124,652 Rando Mill Rd Arlington TX 76011,Smart Mart,2.599,2 Days Ago
1125,3100 Meadowbrook Blvd Arlington TX 76012,Corner Store #1205,2.679,2 Days Ago
1126,3200 S Cooper St Arlington TX 76015,Kinneys,2.579,2 Days Ago
1127,2390 W Camp Wisdom Rd Grand Prairie TX 75052,Corner Store #1593,2.559,1 Day Ago
1128,626 N Clark Rd Duncanville TX 75116,Clark Fuel Center,2.659,1 Day Ago
1129,2427 W Park Row Dr Arlington TX 76013,Shell,2.699,1 Day Ago
1130,6675 Cedar Ridge Dr Dallas TX 75236,Racetrac #476,2.499,1 Day Ago
1131,3310 S Cooper St Arlington TX 76015,Racetrac #2306,2.299,1 Day Ago
1132,2611 W Park Row Dr Arlington TX 76013,Tom Thumb #3617 (discount Available),2.699,1 Day Ago
1133,700 Interstate 20 W Arlington TX 76017,7-eleven #25299,2.539,1 Day Ago
1134,3303 W Illinois Ave Dallas TX 75211,Shell,2.699,3 Days Ago
1135,1508 W Mayfield Rd Arlington TX 76015,E Z Mart Stores,2.599,2 Days Ago
1136,3200 W Illinois Ave Dallas TX 75211,7-eleven #35395,2.599,1 Day Ago
1137,2451 E Sublett Rd Arlington TX 76018,Quiktrip #986,2.599,1 Day Ago
1138,1417 N Duncanville Rd Duncanville TX 75116,Chevron #374198,2.659,1 Day Ago
1139,4291 S Cockrell Hill Rd Dallas TX 75236,Shell,2.699,1 Day Ago
1140,1411 N Duncanville Rd Duncanville TX 75116,Redbird Station,2.659,3 Days Ago
1141,7025 Cedar Ridge Dr Dallas TX 75236,Shell,2.499,1 Day Ago
1142,1401 Eastchase Pkwy Fort Worth TX 76120,7-eleven #34097,2.599,1 Day Ago
1143,2995 S Westmoreland Rd Dallas TX 75233,Lonestar Express,2.629,7 Days Ago
1144,4600 Matlock Rd Arlington TX 76018,Raceway #6918,2.489,1 Day Ago
1145,1400 Eastchase Pkwy Fort Worth TX 76120,7-eleven #36320,2.599,1 Day Ago
1146,1200 Eastchase Pkwy Fort Worth TX 76120,Murphy Express #8831,2.579,1 Day Ago
1147,100 E Bardin Rd Arlington TX 76018,E-z Mart #489,2.529,3 Days Ago
1148,3710 S Cooper St Arlington TX 76015,Shell,2.599,1 Day Ago
1149,4800 Matlock Rd Arlington TX 76018,Family Mart Express,2.579,3 Days Ago
1150,2061 Fort Worth Ave Dallas TX 75208,7-eleven #34102,2.599,1 Day Ago
1151,2052 Fort Worth Ave Dallas TX 75208,Exxon,2.599,1 Day Ago
1152,509 N Hampton Rd Dallas TX 75208,Shell,2.699,4 Days Ago
1153,5700 S Collins St Arlington TX 76018,Exxon,2.699,3 Days Ago
1154,408 N Hampton Rd Dallas TX 75208,7-eleven #35531,2.599,1 Day Ago
1155,315 S Hampton Rd Dallas TX 75208,Tom Thumb #3614 (discount Available),2.559,3 Days Ago
1156,500 S Hampton Rd Dallas TX 75208,Corner Store #958,2.659,3 Days Ago
1157,7035 W Wheatland Rd Dallas TX 75249,Murphy Usa #7667,2.489,1 Day Ago
1158,1840 Eastchase Pkwy Fort Worth TX 76120,Racetrac #123,2.649,1 Day Ago
1159,1023 S Hampton Rd Dallas TX 75208,7-eleven #18688,2.599,1 Day Ago
1160,1900 W Arbrook Blvd Arlington TX 76015,Classic Minute Market,2.679,4 Days Ago
1161,8817 Clark Rd Dallas TX 75249,Chevron  #158017,2.759,1 Day Ago
1162,4385 S Westmoreland St Dallas TX 75237,Ld Food Mart,2.519,1 Day Ago
1163,3633 W Ledbetter Dr Dallas TX 75233,Chevron,2.519,3 Days Ago
1164,602 S Clark Rd Duncanville TX 75137,Shell,2.599,2 Days Ago
1165,406 W Camp Wisdom Rd Duncanville TX 75116,Shop N Go,2.699,3 Days Ago
1166,3525 W Ledbetter Dr Dallas TX 75233,Exceleron,2.489,6 Days Ago
1167,867 N Duncanville Rd Duncanville TX 75116,Shell,2.699,1 Day Ago
1168,3601 W Pioneer Pkwy Arlington TX 76013,Circle D Food Mart,2.599,2 Days Ago
1169,2007 Southeast Pkwy Arlington TX 76018,Exxon,2.699,1 Day Ago
1170,203 W Camp Wisdom Rd Duncanville TX 75116,Kroger Fuel Center #7527 (discount Available),2.499,2 Days Ago
1171,103 S Cedar Ridge Dr Duncanville TX 75116,Chevron,2.559,2 Days Ago
1172,102 S Cedar Ridge Dr Duncanville TX 75116,Kellys Food Store #2,2.499,6 Days Ago
1173,540 Bedford Rd Bedford TX 76022,Dannys Mart,2.649,1 Day Ago
1174,2523 S Hampton Rd Dallas TX 75224,Corner Store #2276,2.659,4 Days Ago
1175,2410 S Hampton Rd Dallas TX 75224,Exxon,2.659,1 Day Ago
1176,5400 Matlock Rd Arlington TX 76018,Shelll,2.599,1 Day Ago
1177,102 E Camp Wisdom Rd Duncanville TX 75116,Quiktrip #924,2.499,1 Day Ago
1178,3939 W Pioneer Pkwy Arlington TX 76013,303 Food Mart,2.479,1 Day Ago
1179,428 Bedford Rd Bedford TX 76022,7-eleven #24843,2.599,1 Day Ago
1180,429 Bedford Rd Bedford TX 76022,Chevron,2.599,1 Day Ago
1181,1512 Brown Trl Bedford TX 76022,7-eleven #39159,2.699,1 Day Ago
1182,3901 W Arkansas Ln Arlington TX 76016,One Stop,2.599,4 Days Ago
1183,633 W Wheatland Rd Duncanville TX 75116,Tom Thumb #3563 (discount Available),2.499,1 Day Ago
1184,1401 Cooks Ln Fort Worth TX 76120,Shell,2.759,1 Day Ago
1185,502 E Camp Wisdom Rd Duncanville TX 75116,S And T Foodstore 2,2.659,4 Days Ago
1186,1430 S Clark Rd Duncanville TX 75137,Duncanville Food Mart,2.469,4 Days Ago
1187,1502 S Clark Rd Duncanville TX 75137,Corner Store #2108,2.539,1 Day Ago
1188,607 E Camp Wisdom Rd Duncanville TX 75116,Texaco,2.599,2 Days Ago
1189,822 E Camp Wisdom Rd Duncanville TX 75116,7-eleven #36382,2.599,1 Day Ago
1190,7110 S Cockrell Hill Rd Dallas TX 75236,Exxon Tiger Mart,2.659,1 Day Ago
1191,1900 E Sublett Rd Arlington TX 76018,7-eleven #33717,2.599,1 Day Ago
1192,4330 Gannon Ln Dallas TX 75237,My T Quick,2.659,4 Days Ago
1193,103 W Danieldale Rd Duncanville TX 75137,Chevron,2.599,1 Day Ago
1194,519 S Cockrell Hill Duncanville TX 75116,Racetrac #634,2.499,1 Day Ago
1195,7500 S Westmoreland Rd Dallas TX 75237,Chevron #379640,2.649,2 Days Ago
1196,4851 S Cooper St Arlington TX 76017,Walmart Supercenter #2466,2.569,5 Days Ago
1197,701 W Sublett Rd Arlington TX 76017,Murphy Usa #6521 (discount Available),2.489,1 Day Ago
1198,925 S Cockrell Hill Rd Duncanville TX 75137,Quiktrip #925,2.499,1 Day Ago
1199,6200 Matlock Rd Arlington TX 76002,Country Store,2.579,2 Days Ago
1200,1422 Acton Ave Duncanville TX 75137,Shell,2.659,1 Day Ago
1201,447 E Highway 67 Duncanville TX 75137,7-eleven #35404,2.699,1 Day Ago
1202,1703 S Main St Duncanville TX 75137,Ama Food Store,2.599,3 Days Ago
1203,2400 W Ledbetter Dr Dallas TX 75233,7-eleven #37015,2.559,1 Day Ago
1204,826 E Highway 67 Duncanville TX 75137,7-eleven #27334,2.559,1 Day Ago
1205,1102 S Cockrell Hill Rd Duncanville TX 75137,Corner Store #0796,2.659,1 Day Ago
1206,3805 W Wheatland Rd Dallas TX 75237,Shell,2.599,2 Days Ago
1207,2225 W Ledbetter Dr Dallas TX 75224,Fiesta Mart #65,2.559,4 Days Ago
1208,3102 W Camp Wisdom Rd Dallas TX 75237,Shell,2.699,3 Days Ago
1209,454 E Highway 67 Duncanville TX 75137,Panthers Market,2.679,4 Days Ago
1210,5375 S Cooper St Arlington TX 76017,Cooper Gas & More,2.499,1 Day Ago
1211,2935 W Camp Wisdom Rd Dallas TX 75237,7-eleven #38412,2.599,1 Day Ago
1212,250 W Highway 67 Duncanville TX 75137,Costco #0636,2.379,1 Day Ago
1213,1944 S Main St Duncanville TX 75137,Texaco,2.699,2 Days Ago
1214,900 Mansfield Webb Rd Arlington TX 76002,Chevron,2.699,1 Day Ago
1215,310 W Highway 67 Duncanville TX 75137,7-eleven #35427,2.599,1 Day Ago
1216,5601 S Cooper St Arlington TX 76017,Quiktrip #880,2.489,1 Day Ago
1217,4900 W Sublett Rd Arlington TX 76001,Corner Store #1738,2.599,2 Days Ago
1218,4201 S Bowen Rd Arlington TX 76016,Racetrac #127,2.679,1 Day Ago
1219,5909 S Hampton Rd Dallas TX 75232,Texaco,2.599,2 Days Ago
1220,4200 S Bowen Rd Arlington TX 76016,Quiktrip #850,2.649,1 Day Ago
1221,4500 S Bowen Rd Arlington TX 76017,Quik-way,2.749,2 Days Ago
1222,1030 N Highway 67 Cedar Hill TX 75104,Docs Conv Store,2.599,2 Days Ago
1223,5707 Marvin D Love Fwy Dallas TX 75232,Chevron,2.699,4 Days Ago
1224,3102 W Wheatland Rd Dallas TX 75237,Murphy Usa #7053 (discount Available),2.489,1 Day Ago
1225,6004 S Cooper St Arlington TX 76001,7-eleven #38324,2.539,1 Day Ago
1226,920 N Highway 67 Cedar Hill TX 75104,Cedar Hill Quick Sto,2.649,1 Day Ago
1227,701 W Harris Rd Arlington TX 76001,Quiktrip #950,2.489,1 Day Ago
1228,1102 W Kiest Blvd Dallas TX 75224,7-eleven #27646,2.539,1 Day Ago
1229,1350 Debbie Ln Arlington TX 76002,Racetrac #187,2.499,1 Day Ago
1230,210 E Fm 1382 Cedar Hill TX 75104,Corner Store #0798,2.529,1 Day Ago
1231,2900 W Wheatland Rd Dallas TX 75237,Sams Club #8282,2.399,1 Day Ago
1232,3803 S Polk St Dallas TX 75224,Meo Food Mart,2.599,1 Day Ago
1233,605 Uptown Blvd Cedar Hill TX 75104,Murphy Usa #6826 (discount Available),2.469,1 Day Ago
1234,3603 Marvin D Love Dallas TX 75224,Lucky Texan 2,2.559,1 Day Ago
1235,500 W Kiest Blvd Dallas TX 75224,Shell,2.599,3 Days Ago
1236,8101 Matlock Rd Arlington TX 76002,7-eleven #33282,2.499,1 Day Ago
1237,2981 Matlock Rd Mansfield TX 76063,Murphy Usa #6555 (discount Available),2.469,1 Day Ago
1238,3001 Matlock Rd Mansfield TX 76063,Kroger Fuel Center #7584 (discount Available),2.599,1 Day Ago
1239,3801 E Broad St Mansfield TX 76063,7-eleven #34044,2.599,1 Day Ago
1240,1211 W Harris Rd Arlington TX 76001,Racetrac #2473,2.489,1 Day Ago
1241,1901 Country Club Dr Mansfield TX 76063,Chevron,2.699,1 Day Ago
1242,271 S Highway 67 Cedar Hill TX 75104,Texaco,2.699,1 Day Ago
1243,100 N Highway 67 Cedar Hill TX 75104,Shell,2.599,1 Day Ago
1244,3241 E Broad St Mansfield TX 76063,Racetrac #166,2.499,1 Day Ago
1245,3300 E Broad St Mansfield TX 76063,Kroger Fuel Center (discount Available),2.599,1 Day Ago
1246,3171 E Broad St Mansfield TX 76063,United Express,2.499,1 Day Ago
1247,401 E Fm 1382 Cedar Hill TX 75104,Corner Store #1742,2.529,2 Days Ago
1248,207 S Clark Rd Cedar Hill TX 75104,Circle On,2.599,8 Days Ago
1249,8127 S Cooper St Arlington TX 76001,7-eleven #33696,2.539,1 Day Ago
1250,489 E Fm 1382 Cedar Hill TX 75104,Cedar Hill Shell,2.699,1 Day Ago
1251,2881 Highway 157 N Mansfield TX 76063,Texaco #308241,2.599,1 Day Ago
1252,4225 Park Springs Blvd Arlington TX 76016,7-eleven #33125,2.679,1 Day Ago
1253,3785 Sw Green Oaks Blvd Arlington TX 76017,E-z Mart #484,2.589,1 Day Ago
1254,710 E Belt Line Rd Cedar Hill TX 75104,Tiger Mart #17,2.599,1 Day Ago
1255,820 E Belt Line Rd Cedar Hill TX 75104,Walmart Neighborhood Market #3204,2.409,7 Days Ago
1256,1780 Highway 157 N Mansfield TX 76063,Quick Mart,2.589,4 Days Ago
1257,1901 Highway 157 N Mansfield TX 76063,7-eleven #36309,2.599,1 Day Ago
1258,19 E Debbie Ln Mansfield TX 76063,Racetrac #2322,2.549,1 Day Ago
1259,1100 Highway 287 N Mansfield TX 76063,7-eleven #26634,2.499,1 Day Ago
1260,4359 Green Acres Cir Arlington TX 76017,Valero Store 2324,2.599,4 Days Ago
1261,4401 Kelly Elliott Rd Arlington TX 76017,Kelly Elliott Exxon On The Run,2.599,1 Day Ago
1262,4331 Kelly Elliott Rd Arlington TX 76016,Chevron #305862,2.659,2 Days Ago
1263,980 Hwy North 287 Mansfield TX 76063,Tom Thumb #1972 (discount Available),2.479,1 Day Ago
1264,1665 E Broad St Mansfield TX 76063,Mansfield S And S Grocers,2.499,1 Day Ago
1265,950 N Walnut Creek Dr Mansfield TX 76063,Murphy Usa #5753 (discount Available),2.449,1 Day Ago
1266,1595 E Broad St Mansfield TX 76063,Quik-way,2.559,1 Day Ago
1267,1721 Highway 157 N Mansfield TX 76063,Kold Spot #33,2.649,1 Day Ago
1268,1590 E Broad St Mansfield TX 76063,Quiktrip #952,2.459,1 Day Ago
1269,1601 Highway 157 N Mansfield TX 76063,Quiktrip #951,2.549,1 Day Ago
1270,4810 W Sublett Rd Arlington TX 76017,Sublett Shell,2.709,1 Day Ago
1271,1550 E Broad St Mansfield TX 76063,Kountry Foods,2.499,1 Day Ago
1272,5101 W Sublett Rd Arlington TX 76017,Kroger Fuel #1592,2.599,1 Day Ago
1273,1461 W Green Oaks Blvd Arlington TX 76013,Green Oaks Shell,2.599,1 Day Ago
1274,4401 W Green Oaks Blvd Arlington TX 76016,7-eleven #34099,2.549,1 Day Ago
1275,801 N Main St Mansfield TX 76063,Chevron #378549,2.649,2 Days Ago
1276,5701 W Pleasant Ridge Rd Arlington TX 76016,Kroger Fuel Center #7659 (discount Available),2.539,1 Day Ago
1277,4801 W Pioneer Pkwy Arlington TX 76013,Exxon,2.599,1 Day Ago
1278,1304 W Belt Line Rd Desoto TX 75115,Corner Store #1745,2.399,1 Day Ago
1279,1260 Highway 1187 Mansfield TX 76063,Corner Store #1208,2.899,2 Days Ago
1280,2300 W Green Oaks Blvd Arlington TX 76016,7-eleven #26349,2.599,1 Day Ago
1281,4741 N Highway 67 Midlothian TX 76065,Minute Mart,2.699,2 Days Ago
1282,8745 Mansfield Hwy Arlington TX 76017,Js Food Store,2.799,4 Days Ago
1283,8207 S Hampton Rd Dallas TX 75232,Shell,2.499,1 Day Ago
