Title,Year,Size,Materials and Medium,Series ,Link to Image
Super Silly Fun,1993,850 x 1200 mm | 33.5 x 47.2 in ,Oil on canvas,Visual Candy Paintings,http://damienhirst.com/images/hirstimage/DHS4189_c_771_0.jpg
My Way,1990 - 1991,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, wooden dowels, plastic, aluminium, resin, chemicals, pharmaceuticals and packaging, circa 1960-1975",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS4502MyWay_771_0.jpg
The Asthmatic Escaped II,1992,2159 x 4267 x 2134 mm | 85 x 168 x 84 in,"Glass, steel, camera on tripod, film, saucer, biscuits, plastic cup and lid, jeans, t-shirt, trainers and inhaler",Vitrines,http://damienhirst.com/images/hirstimage/DHS4531_771_0.jpg
Agaricin,1992,864 x 965 mm | 34 x 38 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4565rt1_771_0.jpg
Civilisation Follows the Plough,2005,"Diptych, each: 2134 x 2134 mm | 84 x 84 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS4600Civilisation_771_0.jpg
Undivided Attention,1997,2210 x 2134 x 2140 mm | 87 x 84 x 84.3 in,"Glass, steel, operating table, Singer sewing machine, trolley, computer, printer, chair, coat stand, lab coat, latex gloves and medical equipment",Vitrines,http://damienhirst.com/images/hirstimage/DHS4631_771_0.jpg
And Still Pursuing Impossible Desires,1995,2134 x 2134 x 2134 mm | 84 x 84 x 84 in,"Steel, aluminium, MDF, mirror, fluorescent lights and painted resin",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS4632v2_c_771_0.jpg
"Beautiful, handsome, tasteless, thoughtless, amazing, spinning, cyclone, good-in-bed painting",1995,Diameter: 1219 mm | 48 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/4801_771_0.jpg
"Beautiful, mad, crazy, spinning, psycho’s, vortex painting",1994,Diameter: 1999 mm | 78.7 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS4814_771_0.jpg
"Beautiful, pop, spinning ice creamy, whirling, expanding painting",1995,Diameter: 1829 mm | 72 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS4823_c_771_0.jpg
"Beautiful, shattering, slashing, violent, pinky, hacking, sphincter painting",1995,Diameter: 2134 mm | 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS4836_c_771_0.jpg
Liar,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS5004_3_771_0.jpg
Life Without You,1991,880 x 2286 x 840 mm | 34.7 x 90 x 33.1 in,"Formica, MDF, steel and shells",Other Works,http://damienhirst.com/images/hirstimage/DHS5005b_c_771_0.jpg
Loss of Memory is Worse than Death,1994,1067 x 2134 x 762 mm | 42 x 84 x 30 in,"Painted steel, formaldehyde containers, formaldehyde solution, water, gas mask, gloves, syringe and padlocks",Vitrines,http://damienhirst.com/images/hirstimage/DHS5010_771_0.jpg
Nothing is a Problem for Me,1992,1829 x 2743 x 305 mm | 72 x 108 x 12 in,"Glass, painted MDF, ramin, steel, aluminium and pharmaceutical packaging and step ladder",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS5020Jason_771_0.jpg
Still Pursuing Impossible Desires,1992,2210 x 3048 x 2134 mm | 87 x 120 x 84 in,"Glass, steel, silicone rubber, household gloss on canvas and butterflies",Vitrines,http://damienhirst.com/images/hirstimage/DHS5046_771_0.jpg
Sometimes I Avoid People,1991,Dimensions variable,"Glass, steel, rubber tubes, gas cylinders and medical equipment",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS5043installation_771_0.jpg
Substitute,1990 - 1991,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, wooden dowels, plastic, aluminium, resin, chemicals, pharmaceuticals and packaging, circa 1960-1975",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS5049Substitute_771_0.jpg
Forms Without Life,1991,1829 x 2743 x 305 mm | 72 x 108 x 12 in,"Glass, painted MDF, pine, ramin, steel and shells",Shell Cabinets,http://damienhirst.com/images/hirstimage/DHS5278_771_0.jpg
Adam and Eve under the Table,2005,Dimensions variable,"Table, human skeletons, wedding dress, tuxedo, shoes, flowers, gold rings, mud, empty alcohol bottles, glasses, fruit, ashtrays, cigarettes, straws, mirror and white powder",Other Works,http://damienhirst.com/images/hirstimage/DHS5340_c_771_0.jpg
Self-Portrait as Surgeon,2006,1219 x 914 mm | 48 x 36 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS5449_771_0.jpg
Birth (Cyrus),2006,457 x 610 mm | 18 x 24 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS5463_c_771_0.jpg
Surgical Procedure (Maia),2007,1829 x 2438 mm | 72 x 96 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS5475_771_0.jpg
Mouawad Splendour,2007,1219 x 914 mm | 48 x 36 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS5871_c_771_0.jpg
The Premier Rose,2006,1219 x 914 mm | 48 x 36 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS5876_c_771_0.jpg
Untitled (with Black Dot),1988,2388 x 2134 mm | 94 x 84 in | (4.5 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS5905_771_0.jpg
Stripper,2006,1033 x 3611 x 921 mm | 40.7 x 142.2 x 36.3 in,"Glass, stainless steel, steel, nickel, brass, rubber and surgical equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS6008straight_771_0.jpg
When Logics Die (fig. 43),1991 - 1999,Dimensions variable,"(Reworked 2006)

Formica, MDF, steel, photograph mounted on aluminium, surgical instruments, hospital paraphernalia, pencils and text in plastic pocket",When Logics Die,http://damienhirst.com/images/hirstimage/DHS6074_771_0.jpg
Floating Skull,2006,1019 x 767 mm | 40.1 x 30.2 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS6497small_771_0.jpg
The Hat Makes the Man,1998,143 x 99 mm | 5.6 x 3.9 in,Pencil and ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS6582_771_0.jpg
"South Rose Window, Lincoln Cathedral",2007,Diameter: 2438 mm | 96 in,Butterflies and metallic paint on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS6686a_c_771_0.jpg
Cytosine-5-H,2007,1067 x 965 mm | 42 x 38 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS6985_771_0.jpg
Dicaprin,2007,1321 x 1524 mm | 52 x 60 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS7007_771_0.jpg
"Diethyl Malonate-1,3-C",2007,2540 x 2946 mm | 100 x 116 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS7013_771_0.jpg
"<M865/250 Male infertility, LM_SPL.jpg>",2007,1829 x 1219 mm | 72 x 48 in,Inkjet print and household gloss on linen with glass and blades,Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS7056_771_0.jpg
Arachidic Anhydride,2008,1372 x 1067 mm | 54 x 42 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS7247_771_0.jpg
Beautiful Explosion of Vanity Painting (with Butterflies),2007,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS7431_c_771_0.jpg
"Skull with Ashtray, Lemon and Cigarettes",2006 - 2007,917 x 686 mm | 36.1 x 27 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS8495_771_0.jpg
"<M865/246 Malignant testicle tumour, light_micrograph_SPL.jpg>",2007,3658 x 2438 mm | 114 x 96 in,"Inkjet print and household gloss on canvas with glass, blades and flocking powder",Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS7636_771_0.jpg
Let Us Pray,2007,"Four parts, each: 610 x 457 mm | 24 x 18 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS7697_c_771_0.jpg
Woman of the Woods,2006 - 2007,1219 x 914 mm | 48 x 36 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS7730Small_771_0.jpg
Michael with Diamond Skull,2008,406 x 305 mm | 16 x 12 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS8032copy_771_0.jpg
Transience Painting 2,2008,2438 x 1829 mm | 96 x 72 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS8324_771_0.jpg
"<P520/210 Small Intestine, SEM.jpg>",2007,4572 x 3048 mm | 180 x 120 in,Inkjet print and household gloss on canvas with glass and blades,Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS8330_c_771_0.jpg
Cancer Chronicles/Jesus and the Disciples,1994 - 2004,"Dimensions variable; 14 canvases, each: 1372 x 1016 mm | 54 x 40 in","Flies and resin on canvas, glass, painted steel, silicone, cows’ heads, bulls’ heads and formaldehyde solution",Installations,http://damienhirst.com/images/hirstimage/DHS83571_771_0.jpg
"Beautiful Winged Creatures Eternal Joy of Creation, What’s Up There? Painting",2007,Diameter: 1829 mm | 72 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS8384_771_0.jpg
Beautiful Nirvana Ryuu Painting,2007,Diameter: 5486 mm | 216 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS8439Butt_771_0.jpg
The Dream,2008,2310 x 3326 x 1381 mm | 90.9 x 130.9 x 54.4 in | Edition 1 of 1 + 1 AP,"Glass, painted stainless steel, silicone, resin, foal and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS8527_771_0.jpg
"Second Series Biopsy: M122/323, M122/324-Breast_cancer_cells,_scanning_electron_micrograph-SPL.jpg",2008,"Diptych, each: 1524 x 1619 mm | 60 x 63.8 in",Inkjet print and household gloss on canvas with glass and blades,Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS8696_771_0.jpg
Temple,2008,6600 x 3300 x 2000 mm | 259.8 x 129.9 x 78.7 in | Edition of 3 + 1 AP ,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS8980CMYK_771_0.jpg
Night of the Long Knives,2008,1950 x 3780 x 500 mm | 76.8 x 148.8 x 19.7 in,"Glass, stainless steel, steel, nickel, brass, rubber and surgical equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS_8987_771_0.jpg
Devil Worshiper,2008,1524 x 1524 mm | 60 x 60 in,Flies and resin on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS8990DevilWorshipp_771_0.jpg
Kill Monster,2008,Diptych: 864 x 864 mm | 34 x 34 in (Left) | 610 x 610mm | 24 x 24 in (Right),Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS9038_771_0.jpg
Empathy,2009 - 2010,1833 x 2753 x 102 mm | 72.2 x 108.4 x 4 in,"Glass, gold plated stainless steel, steel, aluminium, nickel and lab sapphires",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS9127S_771_0.jpg
Isolation,2009 - 2010,1833 x 2753 x 102 mm | 72.2 x 108.4 x 4 in,"Glass, gold plated stainless steel, steel, aluminium, nickel and lab emeralds",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS9128Str_771_0.jpg
"Beautiful Inside My Head Forever, How Can You Not Love Today Painting",2008,2134 x 1219 mm | 84 x 48 in,Household gloss on canvas with skull,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS9318_771_0.jpg
"Depression, Anger, Bargaining, Denial, Acceptance",2008,"Five parts, each: 1219 x 1219 mm | 48 x 48 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS9384_771_0.jpg
Sadness,2009 - 2010,1833 x 2753 x 102 mm | 72.2 x 108.4 x 4 in,"Glass, gold plated stainless steel, steel, aluminium, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS9681_771_0.jpg
Eternity,2009 - 2010,1833 x 2753 x 102 mm | 72.2 x 108.4 x 4 in,"Glass, gold plated stainless steel, steel, aluminium, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS9682S_771_0.jpg
The Meek Shall Inherit the Earth,2008,"Triptych, each: 2032 x 1295 mm | 80 x 51 in",Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS9686_771_0.jpg
The Mirror of Midas,2008,1219 x 1219 mm | 48 x 48 in,Cubic zirconia and enamel paint on canvas,Diamond Colour Paintings,http://damienhirst.com/images/hirstimage/DHS9699_771_0.jpg
"Shark's Jaw, Skull and Iguana on a Table",2008,1676 x 1143 mm | 66 x 45 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS9864_771_0.jpg
Skull,2008,440 x 305 mm | 17.3 x 12 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS9881_771_0.jpg
Togetherness,2008,935 x 1048 x 1048 mm | 36.8 x 41.3 x 41.3 in,"Glass, gold plated stainless steel, silicone, painted resin, acrylic, cows’ heads and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS10235_771_0.jpg
Purgatory,2008,2361 x 4702 x 100 mm | 93 x 185.1 x 3.9 in,"Glass, gold plated stainless steel, steel, aluminium, nickel, cigarettes, cigars, lipstick and ash",Cigarette Cabinets,http://damienhirst.com/images/hirstimage/DHS10289_771_0.jpg
Lycaena phlaeas,2009 - 2010,508 x 762 mm | 20 x 30 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS10646_c_771_0.jpg
Vanessa atalanta in Rudbeckia deamii,2009 - 2010,914 x 1372 mm | 36 x 54 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS10649_c_771_0.jpg
Everes comyntas,2009 - 2010,914 x 1372 mm | 36 x 54 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS10678_c_771_0.jpg
The Dead Ones,2009,Diameter: 610 mm | 24 in,"Cigarettes, cigars, cigarette packaging, tobacco packaging, cigarette papers, matches, bus tickets, receipts, sweet wrappings and ash on canvas",Ashtray Paintings,http://damienhirst.com/images/hirstimage/DHS11428_771_0.jpg
The Golden Jubilee (Green),2008,914 x 1219 mm | 36 x 48 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS11848_c_771_0.jpg
Abalone Acetone Powder,1991,580 x 620 mm | 22.8 x 24.4 | (2 cm spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS3823_771_0_771_0.jpg
She Wanted to Find the Most Perfect Form of Flying,1992,2210 x 2692 x 2438 mm | 87 x 106 x 96 in,"Glass, steel, table, chair, women's coat, coat hanger, glass bowl, live goldfish, blood and household gloss on wall",Vitrines,http://damienhirst.com/images/hirstimage/DHS4518wide_771_0.jpg
When Logics Die (figs. 134 - 135),1991,Dimensions variable  ,"Formica, MDF, steel, photographs mounted on aluminium, surgical instruments in leather pouch, hospital paraphernalia and laminated text",When Logics Die,http://damienhirst.com/images/hirstimage/4552_771_0.jpg
Fear of Death (Full Skull),2007,415 x 350 x 350 mm | 16.3 x 13.8 x 13.8 in | Unique multiple 2 of 30,"Flies, resin, aluminium and glass",Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS6195straight_771_0.jpg
"Saint Bartholomew, Exquisite Pain",2006,2500 x 1100 x 950 mm | 98.4 x 43.3 x 37.4 in ,Bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/336D06010_1_771_0.jpg
"1,3-Dipentadecanoin",1996,483 x 432 mm | 19 x 17 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS7726c_771_0.jpg
The Golden Calf,2008,3989 x 3505 x 1676 mm | 157.1 x 138 x 66 in,"Glass, gold, gold plated stainless steel, silicone, calf and formaldehyde solution with Carrara marble plinth",Formaldehyde,http://damienhirst.com/images/hirstimage/CalfEndPlinth_1_771_0.jpg
For Heaven’s Sake,2008,85 x 85 x 100 mm | 3.4 x 3.4 x 3.9 in,"Platinum, pink and white diamonds",Diamond Skulls,http://damienhirst.com/images/hirstimage/Skullstraight_771_0.jpg
"Beautiful, amore, gasp, eyes going into the top of the head and fluttering painting",1997,Diameter: 2134 mm | 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS4777_771_0.jpg
Furegrelate,2006,2743 x 2743 mm | 108 x 108 in | (36 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4892_771_0.jpg
"Dead Ends Died Out, Examined",1993,1524 x 2438 x 102 mm | 60 x 96 x 4 in,"Glass, painted MDF, ramin, steel, cigarettes and ash",Cigarette Cabinets,http://damienhirst.com/images/hirstimage/DHS4950_771_0.jpg
E.M.I.,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, beech, wooden dowels, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS4959_771_0.jpg
Edge,1988,2172 x 3258 mm | 85.5 x 128.3 in | (4.5 inch spot),Household gloss on wall,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4960Edgerevised2_771_0.jpg
Black Sun,2004,Diameter: 3658 mm | 144 in,Flies and resin on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS5480_771_0.jpg
For the Love of God,2007,171 x 127 x 190 mm | 6.7 x 5 x 7.5 in,"Platinum, diamonds and human teeth",Diamond Skulls,http://damienhirst.com/images/hirstimage/DHS5796_771_0.jpg
Sympathy in White Major – Absolution II,2006,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS5900_771_0.jpg
Sinner,1988,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium, anatomical model, scalpels and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS5988Sinner_2_cr_771_0.jpg
The Incomplete Truth,2006,2220 x 1760 x 740 mm | 87.4 x 69.3 x 29.1 in | Edition 1 of 3 + 1 AP + 1 HC,"Glass, painted aluminium, silicone, acrylic, stainless steel, dove and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/TheIncompleteTruthMR_771_0.jpg
Fragments of Paradise,2008,1833 x 2755 x 100 mm | 72.2 x 108.5 x 3.9 in,"Glass, stainless steel, steel, aluminium, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS6034_cr_771_0.jpg
Doorways to the Kingdom of Heaven,2007,Triptych: 2803  x 1830  mm | 110.4 x 72.1 in (Left) | 2943 x 2440 mm | 115.9 x 96.1 in (Centre) | 2803 x 1830 mm | 110.4 x 72.1 in (Right),Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS6492_771_0.jpg
"Mother and Child (Divided), Exhibition Copy 2007 (original 1993)",2007,"Two parts, each (calf): 1136 x 1689 x 622 mm | 44.7 x 66.5 x 24.5 in | Two parts, each (cow): 2086 x 3225 x 1092 mm | 82.1 x 127 x 43 in","Glass, painted stainless steel, silicone, acrylic, monofilament, stainless steel, cow, calf and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/in006689_771_0.jpg
The Kingdom of the Father,2007,Triptych: 2883 x 1219 mm | 113.5 x 48 in (Left) | 2943 x 2440 mm | 115.9 x 96.1 in (Centre) | 2883 x 1219 mm | 113.5 x 48 in (Right),Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS7411a_771_0.jpg
Doubt,1994,1800 x 900 x 360 mm | 70.9 x 35.4 x 14.2 in,"Glass, stainless steel, steel, nickel, brass, rubber, medical and surgical equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS7650_771_0.jpg
The Kingdom,2008,2140 x 3836 x 1418 mm | 84.3 x 151 x 55.8 in ,"Glass, painted stainless steel, silicone, monofilament, shark and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/TheKingdomstraight_771_0.jpg
False Idol,2008,2596 x 1950 x 1033 mm | 102.2 x 76.8 x 40.7 in,"Glass, gold plated stainless steel, silicone, gold, plastic cable ties, calf and formaldehyde solution with Carrara marble and powder coated stainless steel plinths",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS8529Plinth_771_0.jpg
Spot Painting,1986,2438 x 3658 mm | 96 x 144 in,Household gloss on board,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS8614againstwall_771_0.jpg
Memories of/Moments with You,2008,"Diptych, each: 910 x 1372 x 100 mm | 35.8 x 54 x 3.9 in","Glass, gold plated stainless steel, steel, aluminium, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS9056MemoriesofMom_771_0.jpg
Judgement Day,2009,2403 x 8743 x 102 mm | 94.6 x 344.2 x 4 in,"Glass, gold plated stainless steel, steel, aluminium, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS9683Sv3_771_0.jpg
Midas and the Infinite,2008,3018 x 3018 mm | 118.8 x 118.8 in,"Butterflies, cubic zirconia and enamel paint on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS9692_771_0.jpg
Aurothioglucose,2008,1727 x 2743 mm | 68 x 108 in | (4 inch spot),Household gloss and metallic paint on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS10233_771_0.jpg
Let's Eat Outdoors Today,1990 - 1991,2210 x 4115 x 2146 mm | 87 x 162 x 84.5 in,"Glass, steel, silicone rubber, cow's head, flies, maggots, sugar, water, Insect-O-Cutor, table and chairs, tableware, condiments and food",Vitrines,http://damienhirst.com/images/hirstimage/DHS603Qview_771_0.jpg
"Impossible Desires, Sublime Designs",1993,145 x 100 mm | 5.7 x 3.9 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs155t_771_0.jpg
The Acquired Inability to Escape,1992,838 x 595 mm | 33 x 23.4 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS171_771_0.jpg
Crucifixion,1998,940 x 693 mm | 37 x 27.3 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS195_771_0.jpg
From the Cradle to the Grave (and the Clock Stopped Never to Ring Again When the Old Man Died),1998,695 x 945 mm | 27.25 x 37 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS200_771_0.jpg
For Boys and Girls,1989 - 1992,"Diptych, each: 1219 x 1219 mm | 48 x 48 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs145at_771_0.jpg
Naked,1994,1949 x 2527 x 508 mm | 76.8 x 99.5 x 20 in,"Glass, stainless steel, steel, nickel, brass, rubber, cow's brain in formaldehyde solution, medical, surgical and laboratory equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS209_771_0.jpg
Music,1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS243wide_771_0.jpg
When Logics Die (figs. 212 - 214),1991 - 1999,Dimensions variable  ,"Formica, MDF, steel, photographs mounted on aluminium, surgical instruments, hospital paraphernalia, steel ruler and laminated text",When Logics Die,http://damienhirst.com/images/hirstimage/DHS283_771_0.jpg
Untitled,2001,2140 x 2140 mm | 84.3 x 84.3 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS328_771_0.jpg
The Structure of Deoxyribonucleic Acid,2003 - 2004,1626 x 2438 mm | 64 x 96 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS628_771_0.jpg
Dissection Table with Tools,2002 - 2003,2438 x 1981 mm | 96 x 78 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS354_771_0.jpg
Who's Afraid of the Dark?,2002,2134 x 1067 mm | 84 x 42 in,Flies and resin on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS365Tatecredit_771_0.jpg
All You Need is Love,2001,2140 x 2140 mm | 84.3 x 84.3 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS416_771_0.jpg
Horror at Home,1995,699 x 2438 x 2438 mm | 27.5 x 96 x 96 in,"Painted fibreglass, cigarettes, cigarette packaging, tobacco packaging, cigarette papers, matches, tissues, sweet wrappings, crisp packets, swizzle sticks, drug paraphernalia, paper and ash",Ashtrays,http://damienhirst.com/images/hirstimage/DHS470_2_c_771_0.jpg
Armageddon,2002,3658 x 2743 mm | 144 x 108 in,Flies and resin on canvas mounted on aluminium,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS478_c_771_0.jpg
Charity,2002 - 2003,6858 x 2438 x 2438 mm | 270 x 96 x 96 in | Edition 2 of 3 + 1 AP ,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS634_771_0.jpg
The Virgin Mother,2005,10232 x 4620 x 2065 mm | 403 x 181.9 x 81.3 in | Edition 1 of 3 + 1 AP,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/01VirginMother_c_771_0.jpg
"Beautiful revolving sphincter, oops brown painting",2003,Diameter: 1829 mm | 72 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS681_771_0.jpg
Another Girl,1997,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS707AnotherGirl_771_0.jpg
She Loves You,1997,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS708SheLovesYou_771_0.jpg
Eternity,2002 - 2004,2134 x 5334 mm | 84 x 210 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS720_c_771_0.jpg
Devotion,2003,2440  x 1530 mm | 96.1 x 60.2 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS878fin_771_0.jpg
Helter Skelter ,2002,1035 x 1100 mm | 40.8 x 43.3 in,Pencil on paper with adhesive tape,Drawings,http://damienhirst.com/images/hirstimage/DHS898_771_0.jpg
Never Let the Truth Get in the Way of a Good Story/I Blame the Parents (Crucifixion),2002,748 x 1096 mm | 29.5 x 43.2 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS905_771_0.jpg
Isolation,2005,1800 x 900 x 357 mm | 70.9 x 35.4 x 14.1 in,"Glass, stainless steel, steel, nickel, brass, rubber, chrome-plated hair dryer and ping-pong ball",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS910_771_0.jpg
The Agony and the Ecstasy,2004,"Diptych, each: 2134 x 2134 mm | 84 x 84 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS1004TheAgonyandth_771_0.jpg
